ID,QP1,QP2,QP3,QP4,QP5,QP6,QP7,QP8,QP9,QP10,QP11,QP12,QP13,QP14,QP15,QP16,QP17,QP18,QP19,QP20,QP21,QP22,QP23,QP24,QP25,QP26,QP27,QP28,QP29,QP30,QP31,QP32,QP33,QP34,QP35,QP36,QP37,QP38,QP39,QP40,QP41,QP42,QPTIME,PCLASSOverF,PCLASSOverU,PCLASSAllF,PCLASSAllU,PCLASSPIF,PCLASSPIU,PCLASSRWF,PCLASSRWU,PCLASSGenF,PCLASSGenU,PCLASSConF,PCLASSConU,PCLASSSophF,PCLASSSophU,PCLASSSEF,PCLASSSEU,PCLASSCUF,PCLASSCUU,PCLASSACF,PCLASSACU
151000960,2,5,5,1,2,3,1,4,2,1,4,2,1,4,4,4,1,1,4,3,2,2,2,5,4,5,1,5,2,5,4,2,4,4,1,2,4,2,3,2,4,4,9/6/13 19:09,83.33333333,8.333333333,84.61538462,7.692307692,100,0,100,0,100,0,100,0,100,0,71.42857143,14.28571429,83.33333333,0,71.42857143,14.28571429
151000960,2,5,5,1,2,3,1,4,2,1,4,2,1,4,4,4,1,1,4,3,2,2,2,5,4,5,1,5,2,5,4,2,4,4,1,2,4,2,3,2,4,4,9/6/13 19:09,83.33333333,8.333333333,84.61538462,7.692307692,100,0,100,0,100,0,100,0,100,0,71.42857143,14.28571429,83.33333333,0,71.42857143,14.28571429
153001415,2,3,5,2,3,1,3,4,3,1,5,3,2,5,3,4,2,4,4,2,3,3,2,4,5,4,1,5,2,5,4,2,3,3,1,3,4,5,3,2,4,4,9/6/13 19:15,69.44444444,5.555555556,69.23076923,3.846153846,100,0,100,0,75,0,50,0,33.33333333,0,71.42857143,0,66.66666667,0,42.85714286,14.28571429
151001533,4,4,4,4,2,2,4,4,4,1,3,4,2,4,4,5,2,2,4,2,1,4,2,4,3,4,4,5,1,4,4,1,2,4,2,4,5,3,4,3,2,4,9/6/13 19:18,75,13.88888889,76.92307692,11.53846154,66.66666667,0,100,0,75,0,75,0,50,16.66666667,85.71428571,0,83.33333333,16.66666667,42.85714286,42.85714286
151001533,4,4,4,4,2,2,4,4,4,1,3,4,2,4,4,5,2,2,4,2,1,4,2,4,3,4,4,5,1,4,4,1,2,4,2,4,5,3,4,3,2,4,9/6/13 19:18,75,13.88888889,76.92307692,11.53846154,66.66666667,0,100,0,75,0,75,0,50,16.66666667,85.71428571,0,83.33333333,16.66666667,42.85714286,42.85714286
152009078,5,5,3,3,4,3,0,3,3,3,4,5,2,3,3,5,3,2,3,3,4,4,2,5,3,3,3,4,3,4,4,5,4,3,3,3,3,2,4,3,2,3,9/6/13 19:20,27.77777778,19.44444444,30.76923077,19.23076923,50,0,50,0,25,0,25,0,0,50,57.14285714,14.28571429,16.66666667,66.66666667,0,57.14285714
153005057,1,5,5,4,3,1,3,4,5,1,5,3,2,5,5,5,2,2,4,1,1,1,4,4,5,5,1,5,1,5,4,1,4,5,1,5,5,5,5,1,4,5,9/6/13 19:44,88.88888889,5.555555556,88.46153846,7.692307692,100,0,100,0,100,0,100,0,83.33333333,0,85.71428571,14.28571429,83.33333333,0,71.42857143,14.28571429
151003977,1,3,5,5,2,1,3,3,4,4,4,3,1,5,5,5,3,1,3,1,4,3,3,5,5,5,5,5,1,5,4,1,3,4,1,4,4,3,5,1,3,4,9/6/13 19:57,69.44444444,8.333333333,84.61538462,3.846153846,100,0,100,0,100,0,100,0,66.66666667,16.66666667,85.71428571,0,83.33333333,16.66666667,57.14285714,14.28571429
153004588,4,5,3,3,3,3,3,4,3,3,4,4,2,4,5,5,3,3,3,4,2,3,2,3,3,3,2,3,1,5,4,3,3,3,1,2,4,3,3,1,3,5,9/6/13 20:11,41.66666667,13.88888889,46.15384615,11.53846154,50,0,75,0,62.5,0,75,0,33.33333333,0,42.85714286,14.28571429,33.33333333,16.66666667,28.57142857,28.57142857
152008337,1,5,4,5,4,3,4,5,5,1,5,5,4,5,5,5,2,2,5,1,5,2,1,5,5,5,4,5,2,5,4,1,1,3,1,5,3,3,5,2,1,5,9/6/13 20:13,72.22222222,16.66666667,73.07692308,15.38461538,100,0,75,0,75,12.5,75,0,50,33.33333333,100,0,33.33333333,50,42.85714286,42.85714286
151000949,1,4,3,3,2,1,2,4,4,4,5,5,3,3,4,3,1,2,4,2,4,1,1,4,4,5,2,3,1,5,4,2,3,5,1,4,5,2,4,1,5,4,9/6/13 20:37,72.22222222,13.88888889,73.07692308,7.692307692,50,0,75,0,75,0,75,0,83.33333333,16.66666667,100,0,66.66666667,16.66666667,71.42857143,28.57142857
150004506,2,4,3,4,3,4,4,4,3,2,4,5,2,3,3,4,4,3,5,3,4,3,2,4,2,4,3,4,1,4,4,1,4,3,2,1,2,4,3,2,4,3,9/6/13 20:52,47.22222222,22.22222222,46.15384615,23.07692308,50,16.66666667,75,25,50,12.5,50,0,16.66666667,33.33333333,57.14285714,14.28571429,50,33.33333333,28.57142857,42.85714286
153001316,3,5,5,5,5,5,5,3,2,1,3,1,1,5,5,4,1,5,3,1,1,1,1,5,5,5,1,2,2,4,4,2,3,5,2,5,2,1,3,1,3,4,9/6/13 20:55,69.44444444,16.66666667,69.23076923,15.38461538,66.66666667,16.66666667,50,50,100,0,100,0,83.33333333,16.66666667,71.42857143,0,50,33.33333333,42.85714286,28.57142857
152002101,1,4,3,4,3,2,2,4,5,2,5,5,1,5,2,3,2,1,5,2,2,4,2,5,5,5,5,5,1,5,4,1,2,5,3,5,5,2,5,2,1,3,9/6/13 21:09,69.44444444,16.66666667,69.23076923,11.53846154,83.33333333,0,75,0,62.5,12.5,50,25,66.66666667,16.66666667,85.71428571,0,83.33333333,0,57.14285714,28.57142857
,3,3,4,4,2,1,1,2,3,3,3,3,2,4,3,3,2,1,4,2,2,2,2,3,4,4,4,5,1,4,4,0,2,4,2,3,2,4,5,1,4,4,9/6/13 21:09,68.57142857,5.714285714,72,4,83.33333333,0,75,25,75,0,50,0,100,0,50,0,80,0,85.71428571,0
146003166,3,4,2,3,4,2,3,3,2,1,4,4,2,5,4,5,2,3,4,3,3,2,1,3,4,4,3,4,2,4,4,1,2,2,1,3,3,3,0,1,3,5,9/6/13 21:17,60,11.42857143,64,12,83.33333333,16.66666667,75,0,87.5,12.5,75,25,50,33.33333333,66.66666667,0,50,16.66666667,42.85714286,14.28571429
150006291,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,4,3,2,3,3,4,2,4,2,4,3,3,3,3,3,4,2,3,3,4,2,3,9/6/13 21:36,25,13.88888889,26.92307692,11.53846154,33.33333333,0,50,25,37.5,12.5,50,25,0,33.33333333,28.57142857,0,0,16.66666667,0,28.57142857
153002481,4,4,2,5,4,3,3,5,3,4,5,4,3,3,4,4,4,3,5,3,4,4,1,3,3,3,4,3,2,3,4,2,2,3,3,2,4,2,5,4,3,5,9/6/13 22:04,30.55555556,36.11111111,30.76923077,30.76923077,16.66666667,16.66666667,25,0,37.5,12.5,50,25,0,66.66666667,71.42857143,14.28571429,16.66666667,50,0,85.71428571
153000176,3,4,2,3,1,2,3,4,4,2,3,5,3,4,4,5,3,3,4,2,3,2,1,4,4,4,3,4,1,5,4,3,3,3,2,2,2,2,4,2,4,3,9/6/13 22:16,55.55555556,16.66666667,57.69230769,15.38461538,66.66666667,16.66666667,75,25,62.5,0,75,0,66.66666667,0,42.85714286,14.28571429,33.33333333,0,57.14285714,14.28571429
148002631,4,5,5,5,3,3,1,4,4,3,0,5,2,4,4,5,4,4,4,3,3,2,1,5,4,5,3,3,1,4,4,1,5,3,5,5,4,1,5,4,4,5,9/6/13 23:07,54.28571429,22.85714286,64,16,80,0,50,25,75,12.5,50,25,33.33333333,16.66666667,100,0,33.33333333,16.66666667,14.28571429,42.85714286
150007452,2,5,3,4,2,2,3,4,4,2,3,3,2,3,4,4,3,1,4,3,3,3,3,3,4,4,4,4,1,2,3,3,3,3,3,3,3,3,3,3,3,4,9/6/13 23:12,41.66666667,8.333333333,38.46153846,7.692307692,33.33333333,16.66666667,25,25,75,0,50,0,33.33333333,0,14.28571429,0,66.66666667,0,42.85714286,14.28571429
,4,4,5,5,3,2,3,4,2,1,4,4,3,3,4,3,2,3,4,2,2,4,1,4,3,3,3,5,1,5,4,1,2,4,2,3,3,4,3,3,4,5,9/6/13 23:19,55.55555556,11.11111111,50,11.53846154,66.66666667,0,75,0,37.5,0,50,0,33.33333333,16.66666667,71.42857143,0,50,16.66666667,28.57142857,42.85714286
152004066,4,5,4,4,1,2,3,5,2,1,5,4,1,5,4,4,1,1,4,1,1,3,1,5,5,5,3,4,1,4,4,1,1,5,2,5,4,4,4,1,5,4,9/6/13 23:53,86.11111111,8.333333333,88.46153846,7.692307692,100,0,100,0,100,0,100,0,83.33333333,0,100,0,83.33333333,16.66666667,57.14285714,28.57142857
,2,4,3,5,3,2,3,4,4,1,3,3,5,4,4,4,1,4,3,3,4,4,2,2,4,4,3,5,1,5,4,3,2,3,2,3,3,4,3,3,4,4,9/6/13 23:54,47.22222222,16.66666667,46.15384615,19.23076923,66.66666667,0,75,0,62.5,12.5,50,0,16.66666667,33.33333333,28.57142857,14.28571429,33.33333333,33.33333333,28.57142857,42.85714286
150007022,3,5,1,4,2,5,5,2,3,4,4,3,5,1,1,5,3,3,3,4,4,3,5,5,1,1,3,4,1,5,4,3,4,3,2,5,5,3,3,5,3,1,9/7/13 0:01,33.33333333,36.11111111,38.46153846,42.30769231,50,50,100,0,12.5,75,25,50,16.66666667,50,42.85714286,28.57142857,16.66666667,50,28.57142857,42.85714286
,3,3,4,5,4,3,2,5,5,2,4,5,3,5,5,5,5,1,3,2,4,4,2,5,5,5,5,5,4,4,4,2,3,3,3,4,1,2,5,4,2,3,9/7/13 0:22,47.22222222,30.55555556,53.84615385,23.07692308,100,0,50,25,50,12.5,50,25,16.66666667,66.66666667,85.71428571,0,16.66666667,33.33333333,0,71.42857143
151002424,1,4,3,3,2,2,1,5,3,1,0,5,2,3,5,5,3,2,1,1,1,5,1,5,4,4,4,2,3,5,4,4,4,4,2,4,2,3,3,4,1,4,9/7/13 1:30,57.14285714,25.71428571,64,24,40,20,50,50,87.5,12.5,75,25,66.66666667,33.33333333,66.66666667,16.66666667,83.33333333,16.66666667,57.14285714,42.85714286
143009002,2,4,5,5,3,2,4,4,1,2,5,5,3,3,4,5,4,3,4,4,2,4,4,5,3,4,4,5,1,5,4,2,4,4,2,3,2,4,3,1,4,4,9/7/13 1:33,58.33333333,22.22222222,61.53846154,15.38461538,66.66666667,0,75,25,75,0,100,0,50,16.66666667,57.14285714,14.28571429,66.66666667,0,57.14285714,28.57142857
152009486,3,3,3,4,4,3,2,4,3,3,2,4,4,2,3,4,3,3,4,1,4,4,3,5,2,3,5,2,3,4,2,4,2,4,3,2,3,2,3,2,4,3,9/7/13 2:11,19.44444444,38.88888889,19.23076923,42.30769231,16.66666667,66.66666667,25,25,37.5,25,75,0,33.33333333,66.66666667,14.28571429,42.85714286,0,66.66666667,14.28571429,57.14285714
145004716,4,2,4,5,3,3,2,5,5,2,3,2,1,4,2,5,1,1,3,2,2,3,3,4,3,5,2,4,1,4,4,1,1,3,1,3,3,2,3,2,1,4,9/7/13 8:55,55.55555556,13.88888889,50,11.53846154,66.66666667,0,75,0,62.5,12.5,50,25,33.33333333,0,42.85714286,0,50,16.66666667,28.57142857,28.57142857
150005040,2,4,2,5,2,3,3,4,4,2,4,5,2,3,4,4,4,1,4,2,2,4,2,4,3,4,4,4,2,5,4,3,2,4,2,2,4,4,2,3,2,5,9/7/13 9:07,63.88888889,22.22222222,61.53846154,19.23076923,50,16.66666667,100,0,75,0,75,0,50,16.66666667,57.14285714,28.57142857,66.66666667,0,42.85714286,28.57142857
152006585,3,3,4,4,3,2,2,2,4,2,4,5,2,0,4,4,3,1,3,2,2,2,1,4,4,4,3,3,2,4,4,3,4,4,2,4,4,2,4,2,3,4,9/7/13 9:14,71.42857143,5.714285714,84,0,80,0,75,0,100,0,100,0,83.33333333,0,85.71428571,0,50,0,71.42857143,0
152006275,3,4,4,4,3,2,2,5,3,1,5,4,3,4,4,4,3,1,3,2,4,4,3,5,4,4,3,4,1,4,4,2,4,4,2,3,1,3,4,2,3,4,9/7/13 9:34,61.11111111,13.88888889,65.38461538,15.38461538,100,0,75,25,87.5,0,100,0,50,33.33333333,71.42857143,0,33.33333333,16.66666667,28.57142857,42.85714286
146002949,5,4,3,4,5,1,3,3,4,2,4,3,2,3,3,4,2,3,1,4,5,4,2,4,3,4,4,3,1,3,4,1,1,3,1,3,3,3,4,2,3,4,9/7/13 9:44,44.44444444,19.44444444,46.15384615,15.38461538,16.66666667,0,25,0,62.5,0,50,0,16.66666667,50,85.71428571,0,50,50,28.57142857,57.14285714
151001942,3,3,4,2,3,3,3,3,4,1,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,2,4,3,2,3,3,2,3,3,3,3,3,3,4,9/7/13 10:09,27.77777778,2.777777778,30.76923077,0,66.66666667,0,75,0,12.5,0,0,0,0,0,57.14285714,0,16.66666667,0,0,0
151006693,2,3,3,4,3,1,3,4,2,2,4,4,2,4,4,2,1,1,4,2,3,2,2,4,4,4,1,4,1,4,4,2,2,3,1,2,2,3,3,2,1,3,9/7/13 10:17,63.88888889,13.88888889,61.53846154,15.38461538,83.33333333,0,75,25,62.5,12.5,50,25,50,0,57.14285714,14.28571429,66.66666667,0,57.14285714,14.28571429
152009961,2,4,5,3,2,1,2,4,2,1,5,5,4,5,4,3,1,1,5,2,3,3,1,4,3,5,1,5,1,5,4,2,4,4,1,4,3,4,4,2,1,5,9/7/13 10:24,77.77777778,8.333333333,73.07692308,7.692307692,83.33333333,0,75,0,62.5,12.5,75,0,50,0,100,0,66.66666667,16.66666667,57.14285714,14.28571429
147000180,3,3,2,2,1,1,3,5,3,2,4,3,2,2,3,3,1,1,4,1,4,2,1,2,5,4,2,3,1,5,4,2,2,4,2,2,1,5,2,1,2,4,9/7/13 10:51,61.11111111,22.22222222,53.84615385,30.76923077,50,33.33333333,50,25,75,0,50,0,83.33333333,16.66666667,57.14285714,42.85714286,66.66666667,16.66666667,57.14285714,28.57142857
151005505,2,1,1,3,3,2,2,2,2,2,4,5,2,3,3,5,2,1,4,3,2,3,2,3,3,4,1,4,1,4,4,3,2,4,1,3,3,3,3,2,1,4,9/7/13 11:30,58.33333333,8.333333333,57.69230769,3.846153846,50,16.66666667,75,0,75,0,75,0,50,0,42.85714286,0,66.66666667,0,71.42857143,0
149006645,3,4,5,2,3,1,4,3,2,2,4,5,2,4,4,4,2,4,2,2,1,2,2,4,4,4,1,4,1,4,4,2,3,4,1,4,5,4,4,2,4,3,9/7/13 12:25,80.55555556,8.333333333,84.61538462,0,100,0,100,0,87.5,0,100,0,83.33333333,0,85.71428571,0,66.66666667,0,57.14285714,0
151007742,2,3,2,4,1,2,3,3,3,1,5,4,2,4,3,4,2,1,4,2,2,3,2,4,4,5,1,3,1,5,4,3,4,3,2,4,3,3,3,1,3,5,9/7/13 12:31,66.66666667,5.555555556,65.38461538,3.846153846,66.66666667,16.66666667,50,0,75,0,50,0,66.66666667,0,71.42857143,0,83.33333333,0,71.42857143,0
150004136,2,4,4,5,2,5,4,3,2,1,4,2,1,2,5,4,2,3,4,1,2,1,3,5,4,4,3,2,1,4,4,2,5,3,1,4,2,5,4,1,4,5,9/7/13 12:33,75,11.11111111,73.07692308,15.38461538,66.66666667,33.33333333,50,50,87.5,0,75,0,83.33333333,0,85.71428571,0,83.33333333,16.66666667,71.42857143,14.28571429
152003700,4,2,4,5,2,1,4,2,4,2,5,5,2,4,4,5,2,4,5,1,1,1,1,5,3,5,3,5,1,5,4,1,2,3,2,5,4,5,4,2,4,5,9/7/13 12:33,80.55555556,11.11111111,88.46153846,3.846153846,83.33333333,0,100,0,75,0,75,0,66.66666667,0,100,0,83.33333333,16.66666667,85.71428571,14.28571429
146000397,2,4,4,4,3,2,3,5,4,2,4,5,3,4,4,3,2,4,4,2,2,2,2,4,3,4,4,4,2,4,4,2,3,3,3,4,4,3,4,2,2,4,9/7/13 12:39,69.44444444,11.11111111,73.07692308,3.846153846,83.33333333,0,75,0,50,0,50,0,50,0,100,0,66.66666667,0,71.42857143,14.28571429
153000878,2,5,5,3,1,2,3,5,3,1,5,2,1,5,5,5,2,2,5,1,3,1,1,5,4,5,1,3,1,5,4,3,3,5,1,3,3,3,4,1,3,5,9/7/13 12:41,80.55555556,2.777777778,76.92307692,3.846153846,83.33333333,0,50,0,100,0,100,0,83.33333333,0,71.42857143,0,66.66666667,0,71.42857143,14.28571429
153005015,2,5,4,5,1,2,2,3,5,1,5,3,1,4,5,5,2,2,5,3,1,2,1,5,5,5,3,4,1,5,4,2,5,4,1,4,4,4,5,1,3,5,9/7/13 12:47,88.88888889,0,96.15384615,0,100,0,100,0,100,0,100,0,100,0,100,0,100,0,85.71428571,0
148007102,3,5,5,3,1,1,1,4,5,1,5,3,1,4,5,1,2,1,1,3,4,4,1,5,3,5,1,4,1,4,4,2,5,4,1,3,4,3,5,2,1,5,9/7/13 13:32,69.44444444,13.88888889,73.07692308,15.38461538,83.33333333,0,100,0,75,12.5,75,25,50,33.33333333,85.71428571,0,66.66666667,16.66666667,42.85714286,42.85714286
152003543,2,3,2,5,4,1,1,4,3,1,3,5,1,3,4,5,1,3,5,1,2,2,1,5,2,3,1,3,2,4,4,1,3,2,2,2,2,5,3,2,3,3,9/7/13 13:57,55.55555556,22.22222222,50,26.92307692,16.66666667,33.33333333,50,25,50,25,75,25,50,50,42.85714286,14.28571429,83.33333333,16.66666667,71.42857143,28.57142857
152008074,2,4,5,5,3,1,4,5,5,2,5,5,1,5,5,1,2,4,4,1,3,2,1,5,3,5,1,4,1,5,4,1,1,3,1,3,2,2,4,2,1,4,9/7/13 14:17,69.44444444,16.66666667,69.23076923,11.53846154,83.33333333,0,75,25,62.5,12.5,50,25,33.33333333,0,85.71428571,0,66.66666667,0,57.14285714,14.28571429
150008994,3,4,5,4,4,2,3,4,2,2,5,4,0,3,2,3,4,1,5,4,3,4,1,4,5,4,4,4,2,4,4,3,4,3,2,3,4,4,3,3,2,3,9/7/13 14:23,48.57142857,22.85714286,44,16,83.33333333,0,100,0,28.57142857,14.28571429,0,25,16.66666667,33.33333333,42.85714286,0,20,20,14.28571429,42.85714286
137007085,3,1,2,5,2,2,2,4,3,2,5,5,2,2,3,3,1,3,3,1,1,2,2,4,4,5,3,4,1,5,4,3,3,4,1,3,3,1,5,5,3,5,9/7/13 14:33,55.55555556,19.44444444,61.53846154,15.38461538,66.66666667,33.33333333,75,0,62.5,12.5,25,25,83.33333333,16.66666667,71.42857143,0,66.66666667,0,57.14285714,28.57142857
152004788,3,4,4,5,2,1,3,4,4,3,5,5,5,4,4,5,4,1,0,4,3,4,1,4,4,4,4,4,2,4,4,3,4,2,2,2,3,4,4,3,5,4,9/7/13 14:33,57.14285714,25.71428571,61.53846154,19.23076923,100,0,75,0,62.5,25,50,25,33.33333333,33.33333333,71.42857143,14.28571429,33.33333333,16.66666667,28.57142857,28.57142857
150007918,2,4,3,3,3,2,3,4,3,2,4,4,2,4,4,4,2,2,4,2,2,3,2,4,4,3,3,4,2,4,4,2,3,4,2,4,4,4,4,3,3,3,9/7/13 15:20,75,5.555555556,73.07692308,3.846153846,83.33333333,0,100,0,62.5,0,75,0,50,0,85.71428571,0,83.33333333,0,42.85714286,14.28571429
150007918,2,4,3,3,3,2,3,4,3,2,4,4,2,4,4,4,2,2,4,2,2,3,2,4,4,3,3,4,2,4,4,2,3,4,2,4,4,4,4,3,3,3,9/7/13 15:20,75,5.555555556,73.07692308,3.846153846,83.33333333,0,100,0,62.5,0,75,0,50,0,85.71428571,0,83.33333333,0,42.85714286,14.28571429
150000989,3,5,3,3,2,3,4,4,2,2,4,5,3,3,4,5,4,4,3,4,4,3,2,5,3,3,4,3,2,3,4,2,4,4,3,4,5,3,4,4,3,4,9/7/13 15:22,41.66666667,22.22222222,46.15384615,11.53846154,16.66666667,0,25,0,50,12.5,75,25,33.33333333,33.33333333,100,0,33.33333333,16.66666667,14.28571429,42.85714286
152002563,2,5,4,4,1,3,2,4,1,1,4,3,1,5,4,5,2,2,4,3,3,2,2,4,4,5,3,4,1,4,4,2,2,5,1,3,4,4,4,3,3,4,9/7/13 15:23,77.77777778,2.777777778,80.76923077,3.846153846,100,0,100,0,87.5,0,75,0,66.66666667,0,85.71428571,0,66.66666667,0,42.85714286,14.28571429
,2,4,2,3,2,2,1,2,3,2,4,5,3,2,3,3,2,1,2,2,2,4,2,5,2,4,3,4,1,4,4,2,3,4,3,3,4,5,4,2,3,4,9/7/13 15:26,66.66666667,16.66666667,65.38461538,15.38461538,50,50,75,0,50,12.5,50,0,66.66666667,33.33333333,85.71428571,0,83.33333333,0,85.71428571,14.28571429
151008349,4,1,2,1,5,3,3,4,5,1,5,4,2,1,3,5,4,2,2,1,2,3,3,3,2,4,1,2,2,3,4,3,2,2,4,3,2,5,2,2,1,3,9/7/13 15:32,33.33333333,41.66666667,23.07692308,42.30769231,16.66666667,66.66666667,0,75,50,25,50,25,33.33333333,50,14.28571429,14.28571429,33.33333333,33.33333333,28.57142857,42.85714286
151008303,4,4,5,5,2,3,3,4,4,1,4,5,2,3,4,5,2,2,5,4,4,3,2,4,3,4,2,4,1,0,4,1,2,2,2,4,3,4,5,4,2,4,9/7/13 15:32,65.71428571,20,60,20,60,0,66.66666667,0,62.5,25,50,50,16.66666667,50,100,0,50,33.33333333,14.28571429,57.14285714
152008244,2,4,3,3,2,3,2,3,3,2,5,4,4,3,4,4,3,4,3,2,2,4,2,4,2,4,4,3,2,4,4,2,3,2,2,4,3,2,4,2,2,4,9/7/13 15:36,55.55555556,22.22222222,61.53846154,15.38461538,33.33333333,16.66666667,50,0,62.5,37.5,75,25,50,50,100,0,66.66666667,16.66666667,57.14285714,14.28571429
152009053,4,5,2,4,3,1,3,5,3,4,4,4,1,5,4,4,3,2,5,1,4,3,2,4,3,5,4,2,1,4,4,3,2,4,2,4,4,2,4,2,4,3,9/7/13 15:39,58.33333333,25,61.53846154,19.23076923,50,33.33333333,75,25,75,0,100,0,33.33333333,16.66666667,71.42857143,0,33.33333333,33.33333333,28.57142857,42.85714286
151005317,4,4,4,4,3,2,2,3,4,2,4,4,2,4,4,4,2,4,4,2,3,3,2,4,4,4,2,4,2,4,4,2,3,4,2,4,4,3,4,2,4,4,9/7/13 15:46,77.77777778,8.333333333,80.76923077,3.846153846,100,0,100,0,100,0,100,0,50,0,100,0,50,16.66666667,28.57142857,14.28571429
151003859,4,4,2,4,3,3,3,4,4,1,4,5,4,3,2,5,4,5,3,5,3,5,4,5,1,5,3,2,4,3,4,4,5,2,3,2,1,5,3,4,5,4,9/7/13 15:57,22.22222222,52.77777778,19.23076923,53.84615385,16.66666667,50,0,50,37.5,62.5,25,75,0,66.66666667,42.85714286,42.85714286,0,50,0,57.14285714
152004862,4,4,5,3,4,3,3,5,3,2,4,4,1,4,3,4,2,3,3,2,3,3,2,5,5,5,3,5,2,4,4,2,3,3,2,3,3,3,4,3,3,4,9/7/13 16:03,55.55555556,11.11111111,57.69230769,11.53846154,100,0,75,0,62.5,0,25,0,16.66666667,16.66666667,85.71428571,0,33.33333333,33.33333333,0,42.85714286
150006792,1,3,4,3,3,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3,2,3,4,2,3,3,3,3,3,3,3,3,4,5,1,3,3,3,3,3,3,3,9/7/13 16:05,19.44444444,5.555555556,23.07692308,7.692307692,33.33333333,0,25,0,12.5,0,25,0,33.33333333,0,14.28571429,28.57142857,33.33333333,0,28.57142857,0
151004891,4,3,2,3,2,3,2,5,4,2,0,5,5,5,5,3,4,4,3,3,2,3,3,4,2,4,4,3,1,4,4,3,2,3,4,3,4,3,4,2,4,3,9/7/13 16:18,34.28571429,28.57142857,40,24,40,40,50,25,37.5,25,50,0,50,16.66666667,33.33333333,0,33.33333333,33.33333333,42.85714286,28.57142857
151003766,4,4,4,2,2,2,2,4,3,2,3,3,2,4,4,5,2,2,3,2,2,3,2,4,3,4,3,4,1,4,4,1,3,4,2,2,4,3,3,2,3,4,9/7/13 16:23,69.44444444,8.333333333,73.07692308,11.53846154,66.66666667,0,100,0,87.5,0,100,0,66.66666667,0,57.14285714,14.28571429,83.33333333,16.66666667,57.14285714,28.57142857
152006649,4,5,4,4,4,4,3,4,4,3,3,4,4,3,4,3,3,3,4,2,4,4,2,5,3,4,3,5,2,4,4,4,3,3,3,4,5,4,5,3,3,4,9/7/13 16:31,44.44444444,25,42.30769231,30.76923077,50,0,75,0,37.5,12.5,25,0,0,50,71.42857143,14.28571429,0,100,0,85.71428571
152004877,4,5,3,4,2,3,2,4,5,1,5,4,2,4,3,3,1,3,4,3,3,3,2,4,3,5,5,4,1,3,4,2,3,3,1,2,3,4,3,2,3,4,9/7/13 16:36,50,13.88888889,46.15384615,11.53846154,50,0,50,0,50,0,25,0,33.33333333,0,71.42857143,14.28571429,50,16.66666667,28.57142857,28.57142857
151008334,4,4,3,3,5,4,2,4,1,3,5,5,3,4,4,4,5,1,3,1,5,0,4,5,1,0,1,4,2,0,4,3,4,2,1,4,2,3,3,4,5,4,9/7/13 16:39,42.42424242,36.36363636,39.13043478,43.47826087,60,20,66.66666667,33.33333333,42.85714286,42.85714286,50,50,0,100,57.14285714,14.28571429,0,66.66666667,0,100
150002592,5,3,3,4,4,3,4,5,3,3,5,4,4,4,5,4,3,1,4,1,4,4,2,3,3,4,3,5,4,3,4,2,4,3,2,3,4,3,4,4,2,3,9/7/13 16:48,38.88888889,25,42.30769231,26.92307692,50,0,75,0,37.5,25,50,25,0,66.66666667,57.14285714,0,16.66666667,66.66666667,0,85.71428571
153009731,4,2,5,4,3,3,2,4,4,1,5,4,3,4,5,5,4,1,3,2,3,4,2,5,5,4,4,5,1,5,4,1,5,4,2,5,3,4,4,2,3,4,9/7/13 16:55,63.88888889,19.44444444,69.23076923,11.53846154,100,0,75,0,87.5,0,100,0,50,16.66666667,100,0,16.66666667,16.66666667,14.28571429,42.85714286
151001561,4,4,3,3,2,2,3,5,3,2,3,4,2,3,2,3,3,4,3,3,2,4,3,3,3,3,2,2,3,2,4,4,4,3,3,2,3,3,2,4,4,4,9/7/13 17:12,22.22222222,33.33333333,19.23076923,38.46153846,0,33.33333333,0,50,25,25,0,50,33.33333333,33.33333333,14.28571429,42.85714286,66.66666667,33.33333333,42.85714286,57.14285714
151001990,2,5,5,3,3,1,3,3,3,2,4,2,2,5,4,5,0,5,5,1,2,2,2,5,5,5,3,5,1,5,4,1,1,4,1,4,5,3,5,2,5,5,9/7/13 17:14,85.71428571,2.857142857,92.30769231,0,100,0,100,0,100,0,100,0,83.33333333,0,100,0,83.33333333,0,71.42857143,0
152009603,4,4,5,4,4,2,3,5,3,2,4,4,2,5,4,4,2,4,5,2,4,4,2,4,5,5,3,5,2,5,4,1,3,3,1,4,4,2,4,2,4,4,9/7/13 17:16,72.22222222,22.22222222,76.92307692,19.23076923,100,0,100,0,87.5,0,75,0,33.33333333,50,100,0,50,50,28.57142857,71.42857143
153004719,4,4,3,4,2,2,3,4,4,1,5,4,1,4,4,4,2,2,5,2,3,3,2,5,4,5,4,4,1,5,4,2,3,3,2,3,3,5,2,2,5,4,9/7/13 17:21,69.44444444,13.88888889,65.38461538,11.53846154,83.33333333,0,75,0,87.5,0,75,0,50,0,71.42857143,14.28571429,66.66666667,16.66666667,42.85714286,28.57142857
