"Theta1","Theta2","Theta3","Theta4","Theta5","J1","J2","J3","J4","J5","J6","J7","J8","J9","J10","J11","J12","J13","J14","J15","J16","J17","J18","J19","J20","J21","J22","J23","J24","J25","J26","J27","J28","J29","J30","J31","J32","J33","J34","J35","J36","J37","J38","J39","J40","J41","J42","J43","J44","J45","J46","J47","J48","J49","J50","J51","J52","J53","J54","J55","J56","J57","J58","J59","J60","J61","J62","J63","J64","J65","J66","J67","J68","J69","J70","J71","J72","J73","J74","J75","J76","J77","J78","J79","J80","J81","J82","J83","J84","J85","J86","J87","J88","J89","J90","J91","J92","J93","J94","J95","J96","J97","J98","J99","J100"
-2.2647385242112,0.591602219951987,-0.512866635283164,0.307570242710068,-0.900745106001238,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,3,1,1,1,1,4,2,1,2,1,1,1,3,1,1,1
-2.10449651399815,-0.925430146774795,1.24196062615761,0.536023096410752,0.0759220278353539,5,1,1,2,1,1,1,1,1,4,1,2,2,1,1,4,1,1,1,1,1,1,1,3,1,5,1,1,2,1,3,1,1,1,3,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,3,1,1,1,1,2,5,1,1,1,1,2,1,1,1,3,1,4,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1
0.864106817131741,-0.898299112050607,0.59727765687649,-0.686711104543803,-0.755743019436091,5,3,5,3,1,5,3,3,3,4,5,2,5,5,5,5,4,5,4,4,1,4,5,5,5,2,4,5,3,4,1,1,4,1,5,4,3,5,5,3,4,2,5,5,1,2,5,5,1,2,3,1,3,3,2,3,3,4,2,5,5,4,1,5,5,1,3,3,4,3,3,5,5,1,5,2,5,5,5,5,5,1,2,5,4,2,5,4,5,3,2,5,2,3,2,5,4,5,3,3
0.294497761567736,-0.0331954982491186,1.65237736127375,0.198050943685856,0.979896556918525,2,3,5,3,5,4,5,4,2,4,1,4,2,1,3,2,3,3,5,1,1,4,2,5,5,5,5,5,5,5,5,5,4,4,3,5,4,5,4,3,4,3,3,3,1,5,3,5,5,5,3,1,4,1,2,3,3,3,1,5,5,5,5,5,5,5,5,5,5,4,2,3,5,5,2,2,5,4,5,4,5,3,2,3,1,1,4,4,2,4,2,5,2,1,1,1,4,4,5,5
0.554873533885878,1.58472672924479,0.0882137053347587,0.353891834447331,1.71676990033728,3,4,4,5,5,4,4,1,2,4,4,2,2,1,5,5,3,5,4,2,5,3,5,3,5,5,5,5,5,5,4,4,5,3,3,5,4,5,5,3,4,3,5,4,3,5,5,5,1,2,3,3,3,5,4,5,5,3,2,5,5,4,4,4,4,1,3,3,2,5,2,5,3,5,3,5,2,4,5,5,5,5,4,5,3,5,4,4,5,5,5,5,4,5,4,5,4,2,5,5
0.264361905490598,0.0830747223051552,-0.350949014749989,-0.626756873875697,0.542566557078302,5,3,4,3,5,1,3,4,2,5,3,4,5,1,3,1,4,5,1,2,5,5,5,4,5,4,3,5,4,4,5,1,2,3,4,4,4,4,5,5,3,5,3,3,1,3,2,5,3,2,3,5,3,2,1,3,1,1,1,4,5,4,3,5,3,1,1,1,2,1,2,2,1,5,2,1,1,1,5,5,5,3,3,5,3,1,4,1,3,4,2,5,2,2,1,1,4,4,4,3
-0.830394083674058,0.250563901337251,0.367572967650734,1.50879556743122,-0.0649371684536212,5,3,1,3,1,5,3,1,3,3,1,2,3,1,1,1,3,3,1,1,1,1,1,1,1,4,3,1,3,1,3,1,1,2,1,3,2,2,1,2,2,2,1,4,3,5,2,2,1,5,3,1,3,5,2,5,5,3,1,1,5,3,3,1,3,1,4,1,2,2,1,5,3,1,3,5,2,2,4,2,1,1,1,3,5,1,4,3,2,3,2,2,2,2,1,1,4,1,3,5
0.502292945607615,0.229657771009357,0.625000008254933,-0.836619013874995,-0.695200845893813,5,3,4,2,1,3,4,3,3,4,5,4,4,5,5,2,5,5,4,2,1,5,2,3,1,2,1,3,2,5,3,5,4,3,5,5,4,5,3,3,3,2,1,3,1,2,2,5,2,1,3,4,4,2,1,3,5,3,1,4,5,4,5,5,5,5,3,1,2,5,4,5,4,5,4,2,2,2,5,5,5,1,4,5,1,2,5,4,3,4,5,5,4,2,1,5,5,4,5,4
-2.19186520926269,1.1060382190709,1.43858434486699,1.16788827591585,-0.0752947705205413,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,2,4,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,3,1,1,3,1,1,1,1,1,4,3,1,1,2,4,1,1,1,1,1,4,4,3,2,3,3,1,3,1,1,2,1,3,1,5,2,1,3,1,1,1,1,3,2,1,3,1,1,1,4,1,1,3
1.46583195205047,-1.47553054909628,2.79261157268651,-0.84815686472581,-0.875519807485367,5,4,5,3,5,5,4,3,3,5,5,4,5,5,5,5,2,5,5,5,5,5,5,5,5,4,3,3,4,5,5,5,4,4,5,5,5,5,5,5,3,3,5,5,3,5,4,5,2,1,5,5,3,5,3,4,3,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,4,3,3,2,4,4,5,4,2,5,4,2,1,1,4,5,3,3
-1.59887335708618,1.74551966530833,0.102215657119409,0.532078492011148,1.43780932414083,1,3,1,3,1,1,1,3,2,1,1,2,2,1,3,1,1,2,1,1,1,1,1,1,2,5,1,3,4,3,2,1,1,1,1,4,3,2,4,1,2,1,1,3,1,3,2,2,5,1,1,2,1,1,1,3,1,1,3,1,2,1,3,1,1,1,3,2,1,1,1,1,1,1,1,2,2,2,1,3,1,2,4,3,3,5,1,2,1,2,2,1,3,2,1,1,3,1,3,3
-0.314678156899974,0.680889670140456,0.534385532099693,0.479178249936262,-0.507749905272354,5,3,4,1,3,1,3,2,2,4,1,4,4,1,5,1,3,2,1,1,1,1,4,2,2,2,1,1,4,5,1,1,1,1,3,3,4,5,2,3,2,5,5,1,3,3,2,4,1,2,3,1,5,2,4,3,5,3,2,5,5,4,5,4,5,1,5,3,5,2,2,4,4,1,1,1,2,2,5,3,1,1,2,5,5,2,4,4,2,3,2,2,2,2,1,5,5,1,5,5
-1.08416974337266,0.283677829884476,0.566555538610655,0.0251772850474472,0.81333030790932,2,2,1,4,1,2,3,1,3,3,3,2,1,1,3,2,3,2,1,1,1,2,1,3,2,2,1,3,5,3,3,2,1,3,1,3,3,2,1,1,1,2,3,1,1,1,2,1,1,1,3,3,1,1,4,2,5,1,1,1,5,4,3,1,3,1,1,2,5,1,1,1,3,1,2,1,1,2,5,2,1,1,2,3,1,1,1,4,1,1,2,1,2,2,1,1,4,4,1,2
2.1187753694603,0.747478032629777,0.197245935546988,-0.330987458236994,-0.529944422732586,5,5,5,5,5,3,5,5,3,5,5,4,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,4,5,4,5,5,5,4,5,5,5,5,5,5,4,4,3,5,5,3,2,5,3,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,1,5,5,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,1,5,5,5,5
0.46857670139071,-0.124516635505952,0.340128395151062,1.70635241381658,0.525725747774042,5,4,4,3,5,5,4,3,3,4,3,5,3,1,5,2,4,3,5,2,1,1,5,5,4,4,3,5,5,4,3,4,5,5,3,1,4,5,5,3,5,5,5,5,3,5,3,5,1,5,3,5,4,2,5,5,5,3,1,4,2,4,4,5,4,1,1,3,5,2,1,3,5,1,5,5,5,5,1,5,2,2,5,5,3,5,4,4,2,4,2,5,2,2,1,1,4,2,3,4
-0.326441098135999,0.849935179171308,-0.763114674356987,0.0552871843506215,0.449870426559097,3,3,4,2,3,5,1,3,1,4,1,2,5,1,5,1,1,1,1,1,2,1,1,2,2,5,1,2,2,1,2,5,2,2,1,3,3,5,1,5,3,2,4,3,3,1,2,5,1,3,4,3,3,5,2,3,3,5,2,1,4,2,1,3,1,1,1,3,2,2,1,3,3,5,2,1,2,1,4,2,1,3,4,5,2,4,1,4,2,5,4,1,4,4,2,1,4,1,5,3
2.24142846110205,-0.859588915152858,1.89246465725895,0.311293260811177,1.80561618547943,5,5,5,5,5,5,5,4,4,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,4,4,5,5,3,5,4,5,3,5,5,2,5,5,1,4,5,5,3
-0.269556842595558,-1.00444933528091,-0.442387801381056,1.51265466108744,-0.236339467589799,5,4,4,4,1,1,1,2,1,2,1,4,4,2,3,2,5,2,1,1,1,1,1,3,4,4,1,2,4,4,2,5,4,3,1,3,1,5,3,3,4,3,2,3,4,3,5,3,2,1,1,4,3,2,1,3,5,3,5,5,2,4,1,5,1,1,2,2,4,2,1,5,3,5,4,2,1,1,4,3,1,3,4,2,1,1,3,3,2,2,2,1,4,2,1,1,4,1,3,4
-0.434792788273586,0.869002167799786,-2.00805864272753,-0.198339957007129,0.77143408718582,1,2,1,3,1,3,3,3,2,4,1,4,2,1,3,1,1,2,1,1,1,1,4,5,5,2,1,3,5,5,2,3,4,4,1,2,4,5,4,3,2,5,4,1,3,5,2,2,1,3,3,1,3,2,4,3,4,3,5,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,5,5,3,4,5,4,2,4,2,1,4,1,1,5,4,1,3,3
-0.589469371434714,0.933424603128578,0.597776967517677,0.687043502697923,-0.645791903224735,5,3,4,2,1,4,1,3,2,3,2,4,2,3,2,1,1,4,1,1,1,1,2,3,5,4,1,1,2,1,3,1,1,1,1,5,3,2,1,3,4,5,5,1,3,2,2,3,1,1,3,1,3,1,1,5,3,3,1,4,5,3,4,4,1,5,2,3,4,4,2,2,5,1,1,1,2,1,5,1,2,3,4,2,1,2,1,4,2,4,2,5,2,2,1,2,4,3,4,3
1.30818475577979,0.0469545923967697,0.266473570420054,1.02045849299252,0.995200888186535,4,4,5,4,5,5,5,3,3,4,5,5,3,5,3,5,5,5,5,1,5,5,5,5,5,5,5,3,5,5,3,5,4,4,5,5,5,5,5,4,4,5,5,3,2,5,4,5,5,4,5,5,4,5,5,3,4,5,5,5,5,5,5,5,5,3,4,3,4,5,4,5,5,5,5,5,5,4,5,5,5,5,4,5,5,2,4,5,3,4,5,5,5,3,4,5,1,5,5,4
0.731964351096278,0.687155733087065,-1.62135308651273,-0.654868880413322,-0.0591232348059319,5,3,4,4,1,1,3,1,2,4,3,5,5,4,5,5,5,5,2,4,5,4,5,5,2,2,4,5,2,5,4,5,4,4,5,4,4,5,5,3,3,5,5,4,1,3,1,5,1,1,3,5,3,2,5,1,3,3,5,5,5,4,5,1,5,5,1,2,1,5,1,3,4,5,4,1,5,1,3,5,5,1,4,3,3,1,4,4,2,3,2,2,3,4,2,5,5,4,4,5
1.13898252716383,1.55523509196173,0.434168661174087,0.230932508349613,0.948689903534149,5,4,4,3,1,5,4,4,2,4,1,4,5,5,3,1,5,3,1,4,5,3,5,5,5,5,5,5,4,5,5,5,5,3,5,5,4,5,5,3,4,5,5,3,1,3,3,5,3,2,5,4,4,5,4,4,5,3,2,1,5,4,4,5,4,5,5,4,5,2,4,5,5,5,5,5,3,2,5,5,5,5,4,5,5,5,4,5,3,5,5,5,4,5,5,5,4,5,5,5
-0.367841014394137,-0.781269717052972,-1.00416484945692,-0.371093445931851,0.304119790713299,4,3,1,4,1,4,1,1,1,4,5,4,2,5,3,2,1,5,4,1,1,5,1,3,5,5,3,1,4,3,3,4,3,1,5,3,3,2,2,3,4,2,2,3,3,3,3,2,2,1,3,1,3,1,1,5,4,1,1,3,5,1,1,1,1,1,1,2,1,2,1,1,1,1,3,1,5,2,5,2,1,2,4,1,1,1,4,4,2,1,2,1,1,2,1,5,3,1,1,4
-1.06155833234756,-0.969178033235888,-2.44040281822021,0.506852223074218,0.281371313109246,1,3,1,3,3,1,1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,3,1,2,3,1,5,3,3,1,1,1,3,5,3,1,1,1,1,1,1,3,2,3,2,5,2,1,3,3,3,2,1,3,3,3,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,4,1,3,2,1,2,1,1,1,3,1,2,1
-0.200178680558484,0.499401811481954,1.05752703171662,1.25117418369541,-0.758669847748058,2,3,4,4,4,1,3,3,1,4,1,4,2,1,4,1,4,1,1,1,1,1,4,4,2,4,3,3,3,4,3,5,2,1,3,5,1,4,1,3,2,5,2,4,4,3,2,5,3,1,3,3,4,5,5,5,5,3,1,3,5,5,5,5,1,5,3,5,4,3,3,4,5,5,2,2,5,4,5,1,5,5,2,2,2,5,4,2,2,3,5,1,4,2,2,5,4,4,4,4
-0.485652139997703,0.994618864216835,0.671413379825282,1.8119670005796,1.84990447545762,1,2,4,4,1,5,4,3,3,4,1,2,1,1,5,1,2,5,2,1,1,3,2,1,5,5,1,3,5,5,4,4,2,2,1,2,4,5,2,1,4,3,2,3,3,3,5,3,5,4,4,4,4,2,4,3,5,1,2,4,5,3,4,1,4,1,3,4,1,1,1,5,5,5,4,2,2,1,1,2,5,3,4,3,3,1,4,4,2,4,2,1,4,2,1,1,4,1,5,4
0.940595717910053,-1.2908626349297,-0.306933029508869,-0.418983024829604,-0.173165928424841,5,4,5,5,5,4,4,5,3,4,5,4,5,3,3,4,2,5,5,1,5,4,5,1,2,4,1,5,4,5,2,5,5,4,5,5,4,5,4,5,5,5,2,4,4,4,5,5,1,2,4,4,4,4,4,3,5,4,2,5,5,4,5,5,4,1,2,3,5,5,4,4,5,5,4,5,2,2,1,2,3,1,4,2,5,2,4,4,2,2,2,1,3,3,5,1,4,5,3,1
-0.483492386341941,-1.20374103151288,1.94558149002025,-0.971421306277429,0.0421797207217646,5,3,4,5,1,1,3,1,2,4,1,1,5,1,1,4,3,2,1,1,1,1,2,1,2,4,1,3,5,3,3,1,3,1,1,3,1,4,2,2,1,2,1,1,3,4,1,2,1,1,4,1,1,2,4,2,1,1,1,1,5,4,4,5,3,1,3,3,5,3,4,5,5,5,4,2,5,3,5,5,1,1,2,3,2,1,3,4,2,3,2,2,1,2,1,1,1,1,1,4
0.656035464832078,-1.89912081777463,-0.311595995859173,0.922485126769395,-0.656237117140275,5,3,4,3,3,5,3,3,3,5,3,2,5,4,5,2,3,4,5,5,5,1,4,5,1,4,3,3,4,5,3,4,2,5,5,5,4,5,4,3,4,5,5,4,3,3,3,5,5,2,4,1,3,5,5,4,5,3,1,5,5,3,2,1,4,3,2,4,5,3,2,5,3,5,2,1,5,3,5,2,2,1,2,3,1,1,3,4,3,4,2,1,1,2,1,1,4,4,3,4
-0.492332993633521,0.76091231956826,-0.682143845573555,2.4016140070133,0.370224152623288,3,3,1,4,5,4,4,3,3,4,2,1,2,1,3,1,1,2,5,1,1,1,2,2,5,2,1,1,4,2,3,4,2,1,3,2,1,5,2,3,2,5,2,5,4,5,4,3,2,2,3,3,5,4,5,3,4,3,4,1,2,4,1,1,1,5,1,1,1,2,1,2,5,5,1,5,1,2,1,1,5,3,2,1,1,2,3,4,1,3,5,1,4,2,1,1,4,4,3,5
-0.982659140247706,-0.230308514727573,0.184828544050746,0.715408751752528,0.302302265789178,4,3,4,3,1,3,1,3,1,2,1,4,3,1,2,1,1,2,1,1,1,1,2,2,1,2,3,3,5,4,1,3,1,1,1,3,4,2,1,3,1,1,2,4,2,2,1,4,1,1,3,1,3,1,4,1,1,3,2,1,2,4,3,1,1,1,1,2,4,4,1,1,3,1,2,1,1,1,1,3,1,2,1,1,3,1,2,4,2,1,2,1,2,2,1,1,3,1,3,1
0.0329690850823284,-1.67102553380794,0.0331133920404803,-0.532569822180489,-0.221863890283329,4,3,1,3,1,5,3,5,2,5,1,1,2,3,4,2,2,5,2,1,1,4,2,2,2,1,1,5,5,4,1,1,4,3,2,5,4,4,5,3,2,3,2,3,3,5,2,3,1,2,3,1,1,2,4,3,3,1,3,5,5,3,1,3,4,3,1,1,5,3,2,1,5,1,1,2,3,4,5,3,1,1,2,1,4,1,1,4,2,3,2,1,1,3,1,1,1,2,3,5
0.0666058097329787,-0.526726842219781,0.0633730963421222,-1.05945323536755,0.251256620195756,3,3,2,3,1,1,3,1,3,5,1,2,3,4,3,5,1,5,1,2,1,1,2,5,4,5,5,3,5,1,4,1,1,1,3,3,2,2,2,3,4,5,1,3,1,3,3,5,1,1,3,3,1,1,2,3,3,3,2,3,2,3,5,1,3,1,2,5,1,2,1,2,5,1,5,1,5,3,4,2,1,3,2,5,5,2,4,4,3,3,2,1,4,3,1,1,3,3,3,3
-0.207965684683609,1.8912973958394,-1.32007888413152,0.403034287680494,1.07490429100601,4,3,1,3,1,4,3,1,3,4,4,4,2,1,3,1,3,5,1,1,1,4,4,1,5,4,1,3,5,5,1,5,2,4,3,3,3,5,5,3,1,2,4,3,3,1,5,3,3,2,5,1,3,2,4,3,3,3,2,3,2,1,2,1,5,1,1,2,1,3,1,1,1,5,2,1,2,4,4,2,5,5,2,3,3,1,1,2,5,4,2,5,4,3,1,5,4,5,5,4
-0.0460903300814765,0.968792342321813,-0.18941151058647,0.761202691775093,-0.592521503798655,3,3,5,3,4,1,4,1,4,4,3,4,2,2,5,1,2,2,4,1,1,1,2,5,4,4,3,1,1,3,1,1,1,4,4,3,1,2,1,1,5,5,3,5,3,3,4,5,1,2,3,2,5,2,4,3,4,3,5,3,5,1,2,1,1,1,3,2,5,1,1,1,3,1,3,1,5,2,5,2,5,2,2,2,1,2,3,4,3,4,2,1,4,2,5,1,5,4,5,4
2.22020875350862,0.204276739660296,-0.663500836919464,0.665618625614996,-0.211427591903815,5,5,4,3,5,5,5,3,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,2,5,3,1,5,3,5,2,1,5,2,5,5,5,5,5,5,5,5,5,4,5,4,5,5,4,4,5,5,5,5,5,5
0.523670555024151,-0.123918732114287,0.0247469601697769,0.725103003505737,-0.325144387209981,5,3,1,4,3,1,4,3,5,1,5,4,4,1,3,4,5,5,4,1,1,1,5,4,4,4,4,3,4,5,1,1,1,4,3,4,3,5,4,3,3,5,5,3,1,4,2,5,1,1,5,3,5,4,5,3,5,4,3,5,5,4,2,2,3,1,2,4,2,5,3,3,1,5,2,1,5,2,5,3,5,1,2,3,4,1,5,4,3,1,2,2,2,4,1,5,5,4,4,2
1.26200909659453,-0.542820755725798,-0.116711961518337,-0.969853122389692,1.14674198898909,5,5,5,3,4,3,3,3,2,5,1,4,2,2,5,5,3,2,2,5,5,5,3,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,5,2,4,2,5,2,3,1,1,3,2,3,5,5,3,4,1,2,4,5,4,5,5,5,2,5,5,4,3,3,3,5,5,3,4,5,4,5,5,4,5,4,3,4,2,5,5,5,2,4,1,4,2,4,1,4,4,4,5
-0.328412293352574,-0.964050768618332,0.475027686953389,-0.865951687487766,1.16664738913156,5,4,4,3,1,2,3,1,1,1,1,4,2,1,3,1,3,5,1,1,1,4,2,3,5,4,1,1,5,5,3,2,4,4,3,4,3,4,5,3,1,1,3,1,1,1,2,1,1,1,3,1,3,2,2,3,5,3,2,1,5,1,1,1,5,5,3,3,1,4,2,4,5,3,2,1,5,1,1,3,1,1,1,2,4,1,4,1,2,4,2,5,1,1,1,5,2,2,3,1
2.01570852567116,-0.0753750231861194,-0.235086963497772,-0.39443162906841,-0.639355054559214,5,5,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,2,4,5,5,5,5,3,5,5,4,3,5,4,5,4,5,4,5,5,3,2,5,5,5,5,3,3,3,4,5,5,5,5,3,2,5,5,5,4,5,5,1,3,5,4,5,3,5,4,5,2,1,5,2,5,5,5,5,2,4,5,4,5,5,5,5,5,5,5,5,5,2,4,5,5,5
1.74800133604441,0.523043006316984,0.97380817441075,1.02018381570556,0.152456041248376,5,4,3,5,5,4,4,4,3,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,2,5,5,5,5,5,3,5,5,4,5,5,5,5,5,5,3,5,5,5,5,4,5,5,2,3,5,5,5,5,5,5
0.577765424668543,0.641153971666713,-1.59423574073001,0.498458552245517,1.43893158159359,5,3,2,3,1,3,3,4,2,4,1,2,3,1,3,5,3,5,5,1,5,5,5,5,5,4,4,5,5,5,5,5,3,4,1,5,3,5,5,3,2,5,5,3,3,4,2,5,5,1,3,3,3,5,5,5,4,3,1,5,5,1,1,3,1,1,2,1,2,3,2,1,4,5,2,1,3,4,5,4,5,1,4,5,3,2,5,5,4,4,2,5,4,3,1,5,4,5,5,5
-1.607709478002,1.36966008546063,-1.23937663505418,0.48348212564382,-1.18437171429879,1,1,4,3,1,3,1,1,1,1,1,1,2,1,3,2,2,1,1,1,1,1,1,2,1,1,1,1,4,1,1,1,1,1,1,1,1,2,1,3,1,2,1,1,2,4,2,2,1,1,1,3,1,5,1,3,1,3,1,1,2,1,3,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,5,3,1,2,3,1,1,1,1,1,2,1,3,2,1,5,3,1,3,3
-0.50130186798702,1.60768866365337,2.07012846735686,0.299993891674958,-0.584878863956305,4,4,5,3,1,1,3,1,2,4,1,2,2,1,3,5,2,2,1,1,1,1,1,4,1,2,2,5,4,4,3,1,1,2,1,4,3,2,3,1,1,2,2,1,3,3,3,1,1,1,3,1,3,2,5,4,1,3,1,4,3,4,5,5,1,1,1,4,4,3,1,5,5,5,5,5,3,4,5,5,5,5,4,2,5,2,3,4,2,4,2,3,4,1,2,5,4,4,3,4
-1.44125798115865,-0.323122289344884,0.256773093223224,-0.0888218527329303,0.506869243336397,1,1,1,1,1,1,1,2,1,3,1,2,1,1,2,1,4,2,1,1,1,1,1,1,1,1,1,3,2,5,3,2,1,3,1,3,1,2,2,3,2,1,1,1,4,1,3,2,1,2,1,1,3,1,1,1,1,1,1,1,1,2,4,5,1,1,1,1,1,1,2,1,3,1,1,2,1,4,1,1,1,2,2,2,4,1,1,1,1,3,2,1,2,1,1,2,3,1,3,2
0.566738688016655,-0.257985009720988,0.97131212095173,-1.37022657078451,0.0656472150979209,4,3,1,5,5,5,4,1,1,5,5,4,5,5,5,4,3,5,4,1,1,3,2,3,5,5,5,5,4,4,3,4,1,4,1,5,1,5,4,3,1,5,1,4,3,3,2,4,1,1,4,1,2,2,2,2,3,3,1,4,5,3,4,5,5,5,5,2,5,5,3,5,5,5,5,1,5,4,5,5,1,1,2,4,3,1,4,4,3,4,2,1,2,2,1,5,5,4,3,3
0.912790545383007,-0.22666740806139,-0.115959807722325,0.479382226441403,1.50363748574274,1,3,4,3,5,3,3,3,3,4,5,4,5,1,5,2,3,5,2,1,2,5,5,3,5,4,5,3,5,5,3,4,4,5,4,2,3,5,4,3,4,5,5,4,4,3,3,5,1,1,3,4,3,3,5,3,5,3,4,5,5,5,5,4,5,5,5,4,5,2,3,5,5,5,2,1,5,4,5,5,4,3,4,5,3,5,5,2,3,2,2,5,3,3,4,5,4,3,3,5
-0.935048063139211,0.678364595238117,0.864505267394993,-1.18219559517732,0.515045550102609,5,3,4,5,1,4,1,1,2,4,1,2,2,1,4,1,3,2,2,1,1,1,5,3,2,4,3,1,4,3,3,1,1,3,1,4,3,4,1,3,1,1,2,1,2,3,2,2,2,1,3,1,2,1,1,3,1,3,2,3,3,4,4,4,1,1,1,4,1,2,1,2,3,5,2,4,1,2,1,2,1,3,4,5,5,2,1,5,2,4,2,1,4,1,2,1,4,1,3,3
0.201139871274444,0.792495415395616,0.795701332049394,-0.902864690227257,0.118255065148638,1,3,4,4,5,3,4,3,2,4,1,4,5,2,5,2,2,1,4,1,1,5,2,1,1,5,5,1,4,4,5,5,1,4,3,3,4,5,5,3,2,1,3,3,2,4,2,3,1,1,3,3,3,3,1,3,3,3,1,3,3,4,4,5,5,5,1,5,2,3,2,5,4,3,4,5,5,3,1,5,5,1,4,5,5,2,3,5,4,3,2,2,4,3,5,1,4,5,4,4
-0.984313499820966,1.09194644134386,-0.289793380542377,0.374343077874328,-1.09308779974149,4,3,4,1,1,3,3,1,1,1,1,4,2,1,3,3,1,2,1,1,1,1,1,3,2,2,1,1,3,1,1,1,3,2,1,1,2,5,1,1,2,2,1,1,4,2,5,3,1,2,1,1,3,2,1,3,3,3,2,5,2,1,1,1,1,1,1,2,4,3,2,3,5,1,2,1,5,1,4,2,2,1,4,5,1,1,4,2,2,4,2,2,3,2,1,1,3,3,1,3
1.60214099444656,-0.0195612772618607,-0.102764153295451,-0.910264186866856,-0.731872783579552,5,5,1,5,5,5,4,3,5,5,3,5,5,1,5,5,5,5,2,5,5,4,5,5,5,2,5,5,5,3,4,5,4,1,3,5,5,3,5,3,5,5,5,5,1,3,4,5,4,2,4,5,4,5,5,5,5,3,5,5,5,5,5,5,5,2,5,3,5,5,2,5,4,5,4,2,5,2,5,5,5,5,4,5,5,5,5,5,5,3,5,5,4,3,4,5,4,5,3,4
0.283815067614703,-0.490518570084788,0.546104382410876,0.162119326573729,-0.00549216799115118,5,4,4,5,1,3,1,1,3,5,3,4,4,4,3,5,4,5,1,1,1,4,2,2,4,4,3,1,5,1,3,4,4,4,4,5,4,1,5,3,1,3,5,5,3,3,5,3,4,1,3,5,3,2,4,2,4,4,1,3,3,4,5,5,4,1,5,2,4,5,1,4,4,1,4,4,1,2,5,5,1,5,4,3,3,1,3,4,2,3,2,5,4,2,1,1,4,4,3,3
-1.17672170468242,0.0867660869593272,-0.0127767385133802,0.655001136695171,1.74191499901041,1,3,4,3,1,1,1,1,2,1,1,2,3,1,3,2,2,2,1,1,1,4,1,5,2,4,3,1,5,3,3,1,2,1,5,3,4,1,5,1,4,2,2,3,3,1,1,2,5,1,3,1,3,2,4,3,5,2,4,1,1,1,4,1,1,3,1,3,1,1,3,1,2,1,1,1,1,1,1,2,1,3,4,2,1,1,1,1,1,2,2,1,4,2,1,1,3,1,3,1
-0.232728000278523,-0.350895473503462,0.421998171088481,-1.25118661818969,0.449537804344484,5,3,1,3,5,3,4,1,3,2,3,4,3,1,3,5,1,4,2,1,1,1,2,2,5,2,1,3,5,4,4,3,1,3,3,5,4,5,3,2,2,3,3,1,1,5,1,2,1,1,1,1,1,2,1,3,5,3,1,1,5,4,3,4,1,3,1,3,4,3,1,1,4,5,2,5,5,4,1,3,1,5,2,4,3,2,1,4,2,4,2,2,2,2,1,1,4,2,3,4
-1.95323561251965,-0.492860861716589,1.89567523944784,-0.965011852772699,0.805734651109429,3,1,1,3,1,1,1,5,2,4,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,4,1,1,3,1,1,1,1,3,1,1,2,2,2,2,1,1,1,1,1,1,2,1,1,1,3,1,1,2,1,2,5,1,1,1,4,1,1,3,1,1,1,4,2,2,3,1,4,1,4,1,5,4,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,3,1,3,2
